sample_id,label,polishedHap1Fasta,polishedHap2Fasta,dipFai,ilmMerylDBTarGz,grch38_confidence,mosdepth_bed,rawHap1Fasta,rawHap2Fasta
mPanTro3_DV,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/deepvariant/mPanTro3/mPanTro3_60x_PHARAOH_DV.polished.hap1.fa,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/deepvariant/mPanTro3/mPanTro3_60x_PHARAOH_DV.polished.hap2.fa,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/deepvariant/mPanTro3/mPanTro3_60x_PHARAOH_DV.polished.dip.fa.fai,/private/groups/patenlab/mira/t2t_primates_polishing/hprc_polishing_QC/mPanTro3_verkko_model2/analysis/hprc_polishing_QC_outputs/mPanTro3_verkko_model2.meryl.tar,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/t2t_primates_polishing/hprc_DeepPolisher/mosdepth_60x/mPanTro3_mosdepth_quantized.quant.lt5x_cov.gt100bp.MAPQ1.bed,/private/groups/patenlab/mira/t2t_primates_polishing/assemblies/mPanTro3/mPanTro3.hap1.20230906.fasta.gz,/private/groups/patenlab/mira/t2t_primates_polishing/assemblies/mPanTro3/mPanTro3.hap2.20230906.fasta.gz
HG005_hifiasm_alignable_conf,alignable_conf,/private/groups/patenlab/mira/hprc_polishing/qv_problems/HPRC_intermediate_asm/GQ_filters/GIAB/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else/applyPolish_dipcall_outputs/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else_hap1.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/qv_problems/HPRC_intermediate_asm/GQ_filters/GIAB/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else/applyPolish_dipcall_outputs/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else_hap2.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/qv_problems/HPRC_intermediate_asm/GQ_filters/GIAB/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else/applyPolish_dipcall_outputs/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else_dip.polished.fasta.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/investigate_variants/HG005_verkko_model1/align_hifiasm_verkko/qv_only_alignable_regions/HG005_hifiasm_raw_alignable.srt.mrg.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG005_y2_polishing/HG005.trio_hifiasm_0.19.5.DC_1.2_40x.pat.fa,/private/groups/patenlab/mira/hprc_polishing/data/HG005_y2_polishing/HG005.trio_hifiasm_0.19.5.DC_1.2_40x.mat.fa
HG005_verkko_model1_alignable_conf,alignable_conf,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG005_verkko_model1_hprc_filters/applyPolish_dipcall_outputs/HG005_verkko_model1_hprc_filters_hap1.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG005_verkko_model1_hprc_filters/applyPolish_dipcall_outputs/HG005_verkko_model1_hprc_filters_hap2.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG005_verkko_model1_hprc_filters/applyPolish_dipcall_outputs/HG005_verkko_model1_hprc_filters.dip.polished.fasta.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/investigate_variants/HG005_verkko_model1/align_hifiasm_verkko/qv_only_alignable_regions/HG005_verkko_raw_alignable.srt.mrg.bed,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype1.fasta,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype2.fasta
HG005_verkko_model2_noPHARAOH_hprc_filters,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG005_verkko_noPHARAOH/analysis/DeepPolisher_outputs/HG005_verkko.hap1.noPHARAOH_DP_model2.hprc_filters.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG005_verkko_noPHARAOH/analysis/DeepPolisher_outputs/HG005_verkko.hap2.noPHARAOH_DP_model2.hprc_filters.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG005_verkko_noPHARAOH/analysis/DeepPolisher_outputs/HG005_verkko.dip.noPHARAOH_DP_model2.hprc_filters.fa.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/run_without_PHARAOH/HG005_verkko/aln/outfiles/mosdepth/HG005_verkko_noPHARAOH.quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype1.fasta,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype2.fasta
HG005_verkko_model2_noPHARAOH_GQ34,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG005_verkko_noPHARAOH/analysis/DeepPolisher_outputs/HG005_verkko.hap1.noPHARAOH_DP_model2_GQ34.polished.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG005_verkko_noPHARAOH/analysis/DeepPolisher_outputs/HG005_verkko.hap2.noPHARAOH_DP_model2_GQ34.polished.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG005_verkko_noPHARAOH/analysis/DeepPolisher_outputs/HG005_verkko.dip.noPHARAOH_DP_model2_GQ34.polished.fa.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/run_without_PHARAOH/HG005_verkko/aln/outfiles/mosdepth/HG005_verkko_noPHARAOH.quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype1.fasta,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype2.fasta
HG005_verkko_noPH_DV,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/y2_alt_polishers/HPRC_samples_DV/HG005_verkko_noPHARAOH/analysis/deepvariant_outputs/HG005_verkko_hap1.noPHARAOH.DV_PASS.polished.fa,/private/groups/patenlab/mira/hprc_polishing/y2_alt_polishers/HPRC_samples_DV/HG005_verkko_noPHARAOH/analysis/deepvariant_outputs/HG005_verkko_hap2.noPHARAOH.DV_PASS.polished.fa,/private/groups/patenlab/mira/hprc_polishing/y2_alt_polishers/HPRC_samples_DV/HG005_verkko_noPHARAOH/analysis/deepvariant_outputs/HG005_verkko.dip.noPHARAOH.DV_PASS.polished.fa.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/run_without_PHARAOH/HG005_verkko/aln/outfiles/mosdepth/HG005_verkko_noPHARAOH.quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype1.fasta,/private/groups/migalab/juklucas/polishing/HG005/verkko/trio_asm/assembly.haplotype2.fasta
HG01981_verkko_model2_noPHARAOH_hprc_filters,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG01981_verkko_noPharaoh/analysis/DeepPolisher_outputs/HG01981_verkko_model2_noPHARAOH.hap1.hprc_filt.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG01981_verkko_noPharaoh/analysis/DeepPolisher_outputs/HG01981_verkko_model2_noPHARAOH.hap2.hprc_filt.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG01981_verkko_noPharaoh/analysis/DeepPolisher_outputs/HG01981_verkko_model2_noPHARAOH.dip.hprc_filt.fa.fai,/private/groups/patenlab/mira/hprc_polishing/hprc_int_asm/HPRC_verkko_model2/hprc_polishing_QC/HG01981_verkko_model2/analysis/hprc_polishing_QC_outputs/HG01981_verkko_model2.meryl.tar,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/run_without_PHARAOH/HG01981_verkko/aln/outfiles/mosdepth/HG01981_verkko_noPHARAOH.quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/hprc/verkko/batch1/HG01981/verkko/hic_asm/HG01981_verkko_trio+hic.hap1.fasta.gz,/private/groups/hprc/verkko/batch1/HG01981/verkko/hic_asm/HG01981_verkko_trio+hic.hap2.fasta.gz
HG01981_verkko_model2_noPHARAOH_GQ34,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG01981_verkko_noPharaoh/analysis/DeepPolisher_outputs/HG01981_verkko_model2_noPHARAOH.hap1.GQ34.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG01981_verkko_noPharaoh/analysis/DeepPolisher_outputs/HG01981_verkko_model2_noPHARAOH.hap2.GQ34.fa,/private/groups/patenlab/mira/hprc_polishing/deepPolisher_runs/hprc_verkko_model2/HG01981_verkko_noPharaoh/analysis/DeepPolisher_outputs/HG01981_verkko_model2_noPHARAOH.dip.GQ34.fa.fai,/private/groups/patenlab/mira/hprc_polishing/hprc_int_asm/HPRC_verkko_model2/hprc_polishing_QC/HG01981_verkko_model2/analysis/hprc_polishing_QC_outputs/HG01981_verkko_model2.meryl.tar,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/run_without_PHARAOH/HG01981_verkko/aln/outfiles/mosdepth/HG01981_verkko_noPHARAOH.quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/hprc/verkko/batch1/HG01981/verkko/hic_asm/HG01981_verkko_trio+hic.hap1.fasta.gz,/private/groups/hprc/verkko/batch1/HG01981/verkko/hic_asm/HG01981_verkko_trio+hic.hap2.fasta.gz
HG01981_verkko_noPH_DV,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/y2_alt_polishers/HPRC_samples_DV/HG01981_verkko_noPharaoh/analysis/deepvariant_outputs/HG01981_verkko.hap1.noPharaoh.DV_PASS.polished.fa,/private/groups/patenlab/mira/hprc_polishing/y2_alt_polishers/HPRC_samples_DV/HG01981_verkko_noPharaoh/analysis/deepvariant_outputs/HG01981_verkko.hap2.noPharaoh.DV_PASS.polished.fa,/private/groups/patenlab/mira/hprc_polishing/y2_alt_polishers/HPRC_samples_DV/HG01981_verkko_noPharaoh/analysis/deepvariant_outputs/HG01981_verkko.dip.noPharaoh.DV_PASS.polished.fa.fai,/private/groups/patenlab/mira/hprc_polishing/hprc_int_asm/HPRC_verkko_model2/hprc_polishing_QC/HG01981_verkko_model2/analysis/hprc_polishing_QC_outputs/HG01981_verkko_model2.meryl.tar,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/run_without_PHARAOH/HG01981_verkko/aln/outfiles/mosdepth/HG01981_verkko_noPHARAOH.quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/hprc/verkko/batch1/HG01981/verkko/hic_asm/HG01981_verkko_trio+hic.hap1.fasta.gz,/private/groups/hprc/verkko/batch1/HG01981/verkko/hic_asm/HG01981_verkko_trio+hic.hap2.fasta.gz
HG002_hifiasm_polished,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/HG002_y2_DCv1.2_PHv6_DPmm2model1_dockerv0.0.8_12122023/applyPolish_dipcall_happy/applyPolish_dipcall_outfiles/HG002_hap1.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/HG002_y2_DCv1.2_PHv6_DPmm2model1_dockerv0.0.8_12122023/applyPolish_dipcall_happy/applyPolish_dipcall_outfiles/HG002_hap2.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/HG002_y2_DCv1.2_PHv6_DPmm2model1_dockerv0.0.8_12122023/applyPolish_dipcall_happy/applyPolish_dipcall_outfiles/HG002_dip.polished.fasta.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG002.k31.redownload.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/low_coverage_mapq/mosdepth/HG002_hifiasm_quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG002_y2_polishing/assembly/HG002.trio_hifiasm_0.19.5.DC_1.2_40x.pat.fa,/private/groups/patenlab/mira/hprc_polishing/data/HG002_y2_polishing/assembly/HG002.trio_hifiasm_0.19.5.DC_1.2_40x.mat.fa
HG002_verkko_polished,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG002_hifi_verkko_model_2_no_filters/applyPolish_dipcall_outputs/HG002_hifi_verkko_model_2_no_filters_hap1.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG002_hifi_verkko_model_2_no_filters/applyPolish_dipcall_outputs/HG002_hifi_verkko_model_2_no_filters_hap2.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG002_hifi_verkko_model_2_no_filters/applyPolish_dipcall_outputs/HG002_hifi_verkko_model_2_no_filters_dip.polished.fasta.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG002.k31.redownload.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/low_coverage_mapq/mosdepth/HG002_verkko_quantized_mapQ1.quant.lt5x_cov.gt100bp.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG002_verkko_2.0/HG002_pat_verkko_2.0_2024_06_05.fa,/private/groups/patenlab/mira/hprc_polishing/data/HG002_verkko_2.0/HG002_mat_verkko_2.0_2024_06_05.fa
HG005_verkko_polished,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG005_hifi_verkko_model_2_hprc_filters/applyPolish_dipcall_outputs/HG005_hifi_verkko_model_2_hprc_filters_hap1.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG005_hifi_verkko_model_2_hprc_filters/applyPolish_dipcall_outputs/HG005_hifi_verkko_model_2_hprc_filters_hap2.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/GIAB_samples_manuscript/applyPolish_dipcall_happy/HG005_hifi_verkko_model_2_hprc_filters/applyPolish_dipcall_outputs/HG005_hifi_verkko_model_2_hprc_filters.dip.polished.fasta.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_QV/mosdepth_verkko/HG005_mosdepth_quantized.lt5x_cov.gt100bp.MAPQ1.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG005_verkko/HG005_verkko_maternal.fasta,/private/groups/patenlab/mira/hprc_polishing/data/HG005_verkko/HG005_verkko_paternal.fasta
HG005_hifiasm_polished,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/qv_problems/HPRC_intermediate_asm/GQ_filters/GIAB/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else/applyPolish_dipcall_outputs/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else_hap1.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/qv_problems/HPRC_intermediate_asm/GQ_filters/GIAB/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else/applyPolish_dipcall_outputs/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else_hap2.polished.fasta,/private/groups/patenlab/mira/hprc_polishing/qv_problems/HPRC_intermediate_asm/GQ_filters/GIAB/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else/applyPolish_dipcall_outputs/HG005_GQ20_INS1_GQ12_DEL1_GQ5_else_dip.polished.fasta.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_QV/mosdepth/HG005_mosdepth_quantized.lt5x_cov.gt100bp.MAPQ1.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG005_y2_polishing/HG005.trio_hifiasm_0.19.5.DC_1.2_40x.pat.fa,/private/groups/patenlab/mira/hprc_polishing/data/HG005_y2_polishing/HG005.trio_hifiasm_0.19.5.DC_1.2_40x.mat.fa
HG005_verkko_PHARAOH_DV,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_DV/HG005.verkko.PHARAOH.DV_polished.pat.fa,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_DV/HG005.verkko.PHARAOH.DV_polished.mat.fa,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_DV/HG005.verkko.PHARAOH.DV_polished.dip.fa.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_QV/mosdepth_verkko/HG005_mosdepth_quantized.lt5x_cov.gt100bp.MAPQ1.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG005_verkko/HG005_verkko_paternal.fasta,/private/groups/patenlab/mira/hprc_polishing/data/HG005_verkko/HG005_verkko_maternal.fasta
HG005_hifiasm_PHARAOH_DV,GIAB_conf_gt5x_MAPQ1,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_DV/HG005.hifiasm.PHARAOH.DV_polished.pat.fa,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_DV/HG005.hifiasm.PHARAOH.DV_polished.mat.fa,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_DV/HG005.hifiasm.PHARAOH.DV_polished.dip.fa.fai,/private/groups/patenlab/mira/hprc_polishing/polisher_evaluation/meryl_dbs/HG005.ilm.k31.30x.meryl.tar.gz,/private/groups/hprc/ref_files/giab/HG002_intersect_HG005_GIAB_v4.2.1.bed,/private/groups/patenlab/mira/hprc_polishing/verkko_model_debug/HG005_QV/mosdepth/HG005_mosdepth_quantized.lt5x_cov.gt100bp.MAPQ1.bed,/private/groups/patenlab/mira/hprc_polishing/data/HG005_y2_polishing/HG005.trio_hifiasm_0.19.5.DC_1.2_40x.pat.fa,/private/groups/patenlab/mira/hprc_polishing/data/HG005_y2_polishing/HG005.trio_hifiasm_0.19.5.DC_1.2_40x.mat.fa
